X1,Y1,X2,Y2
1.753506977714733e6,54368.778419499555,1.427098246493022e12,1.329799136312215e11
1.7755847296141838e6,55398.384532201846,1.4270982244152703e12,1.3381626460161539e11
1.797799690307276e6,56440.85646112104,1.4270982022003096e12,1.3465261555914346e11
1.8201518373125563e6,57496.272496657795,1.4270981798481624e12,1.3548896650372743e11
1.8426411480146952e6,58564.71089015697,1.4270981573588518e12,1.3632531743528903e11
1.865267599664601e6,59646.24985368304,1.4270981347324001e12,1.3716166835375008e11
1.8880311693795326e6,60740.96755979587,1.4270981119688303e12,1.3799801925903235e11
1.9109318341432144e6,61848.94214132684,1.4270980890681655e12,1.3883437015105777e11
1.9339695708059508e6,62970.25169115528,1.427098066030429e12,1.3967072102974823e11
1.9571443560847414e6,64104.974261985204,1.4270980428556436e12,1.4050707189502567e11
1.9804561665633984e6,65253.18786612241,1.427098019543833e12,1.4134342274681207e11
2.003904978692662e6,66414.97047525193,1.427097996095021e12,1.4217977358502945e11
2.0274907687903184e6,67590.4000202158,1.427097972509231e12,1.430161244095999e11
2.051213513041318e6,68779.5543907911,1.4270979487864868e12,1.4385247522044553e11
2.0750731874978938e6,69982.51143546846,1.4270979249268123e12,1.446888260174885e11
2.099069768079681e6,71199.3489612308,1.4270979009302317e12,1.4552517680065097e11
2.1232032305738353e6,72430.14473333246,1.4270978767967693e12,1.463615275698552e11
2.1474735506351558e6,73674.97647507867,1.4270978525264492e12,1.4719787832502347e11
2.171880703786204e6,74933.92186760534,1.4270978281192961e12,1.4803422906607806e11
2.1964246654174267e6,76207.05854965927,1.4270978035753345e12,1.4887057979294138e11
2.2211054107872783e6,77494.46411737856,1.427097778894589e12,1.4970693050553583e11
2.2459229150223425e6,78796.21612407357,1.427097754077085e12,1.505432812037838e11
2.2708771531174565e6,80112.39208000807,1.427097729122847e12,1.5137963188760785e11
2.295968099935836e6,81443.06945218079,1.4270977040319001e12,1.5221598255693048e11
2.321195730209199e6,82788.32566410738,1.4270976788042698e12,1.5305233321167426e11
2.3465600185378906e6,84148.23809560265,1.4270976534399814e12,1.538886838517618e11
2.3720609393910104e6,85522.88408256318,1.4270976279390608e12,1.547250344771158e11
2.397698467106537e6,86912.3409167504,1.427097602301533e12,1.5556138508765897e11
2.423472575891457e6,88316.68584557383,1.427097576527424e12,1.5639773568331403e11
